_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,ask_question_here,ask_question_here:confidence,q1_identify_the_term_that_is_associated_with_the_most_amount_of_positive_sentiment_or_least_amount_of_negative_sentiment,q1_identify_the_term_that_is_associated_with_the_most_amount_of_positive_sentiment_or_least_amount_of_negative_sentiment:confidence,q2_identify_the_term_that_is_associated_with_the_most_amount_of_negative_sentiment_or_least_amount_of_positive_sentiment,q2_identify_the_term_that_is_associated_with_the_most_amount_of_negative_sentiment_or_least_amount_of_positive_sentiment:confidence,_created_at,orig__golden,orig__unit_id,_updated_at,orig_q1_identify_the_term_that_is_associated_with_the_most_amount_of_positive_sentiment_or_least_amount_of_negative_sentiment,q1_identify_the_term_that_is_associated_with_the_most_amount_of_positive_sentiment_or_least_amount_of_negative_sentiment_gold,q1_identify_the_term_that_is_associated_with_the_most_amount_of_positive_sentiment_or_least_amount_of_negative_sentiment_gold_reason,orig_q2_identify_the_term_that_is_associated_with_the_most_amount_of_negative_sentiment_or_least_amount_of_positive_sentiment,q2_identify_the_term_that_is_associated_with_the_most_amount_of_negative_sentiment_or_least_amount_of_positive_sentiment_gold,q2_identify_the_term_that_is_associated_with_the_most_amount_of_negative_sentiment_or_least_amount_of_positive_sentiment_gold_reason,w1,w2,w3,w4
802940814,false,finalized,8,10/8/15 13:04,,,whiten your teeth,0.7718,worst dream ever,0.8658,9/25/15 13:39,,796450011,9/29/15 2:34,,,,,,,to crack open,whiten your teeth,fussy baby,worst dream ever
802940815,false,finalized,8,10/8/15 11:43,,,no better feeling,1,mean,0.6173,9/25/15 13:39,,796450012,9/29/15 2:34,,,,,,,nuclear,hair,mean,no better feeling
802940816,false,finalized,8,10/7/15 17:56,,,evening,0.8753,anger,1,9/25/15 13:39,,796450013,9/29/15 2:34,,,,,,,evening,plain,anger,bar
802940817,false,finalized,8,10/8/15 3:19,,,eternal peace,1,slowly giving up,1,9/25/15 13:39,,796450014,9/29/15 2:34,,,,,,,eternal peace,slowly giving up,planning,cancer awareness
802940818,false,finalized,8,10/7/15 19:44,,,church,1,like a failure,1,9/25/15 13:39,,796450015,9/29/15 2:34,,,,,,,fair warning,like a failure,church,collecting dust
802940819,false,finalized,8,10/7/15 19:14,,,study,0.5049,love sucks,1,9/25/15 13:39,,796450016,9/29/15 2:34,,,,,,,hang,love sucks,study,refund
802940820,false,finalized,8,10/8/15 3:20,,,replacement,0.6432,hunger,0.6258,9/25/15 13:39,,796450017,9/29/15 2:34,,,,,,,hunger,garbage,least,replacement
802940821,false,finalized,8,10/8/15 13:04,,,heck yes,0.5069,smells,1,9/25/15 13:39,,796450018,9/29/15 2:34,,,,,,,stroke of luck,smells,mad props,heck yes
802940822,false,finalized,8,10/7/15 23:10,,,never too hot,0.7507,super pissed,0.8865,9/25/15 13:39,,796450019,9/29/15 2:34,,,,,,,winter,back pain,never too hot,super pissed
802940823,false,finalized,8,10/8/15 4:39,,,warm,0.5072,stop,0.8746,9/25/15 13:39,,796450020,9/29/15 2:34,,,,,,,stop,an allergy pill,warm,super chill
802940824,false,finalized,8,10/8/15 14:38,,,laughing so hard,0.7689,enough,0.8625,9/25/15 13:39,,796450021,9/29/15 2:34,,,,,,,sososo,daughter,laughing so hard,enough
802940825,false,finalized,8,10/7/15 20:15,,,ever,0.3756,crushed,1,9/25/15 13:39,,796450022,9/29/15 2:34,,,,,,,sheer,rocks,ever,crushed
802940826,false,finalized,8,10/7/15 3:59,,,wisdom,0.7379,just broke up,0.7379,9/25/15 13:39,,796450023,9/29/15 2:34,,,,,,,that will suck,wisdom,continue,just broke up
802940827,false,finalized,8,10/7/15 19:38,,,cold,0.5028,badly,0.757,9/25/15 13:39,,796450024,9/29/15 2:34,,,,,,,fall,cold,disagree,badly
802940828,false,finalized,8,10/7/15 11:40,,,beautiful,1,hurts,1,9/25/15 13:39,,796450025,9/29/15 2:34,,,,,,,beautiful,hurts,lamb,frozen
802940829,false,finalized,8,10/7/15 23:31,,,absolute blast,0.7484,friend died,1,9/25/15 13:39,,796450026,9/29/15 2:34,,,,,,,isnt it great,absolute blast,friend died,drama
802940830,false,finalized,8,10/7/15 21:10,,,ahead,1,#dog #cruelty,1,9/25/15 13:39,,796450027,9/29/15 2:34,,,,,,,#dog #cruelty,exam,issue,ahead
802940831,false,finalized,8,10/7/15 23:02,,,liked it too,0.8913,doesnt want me,1,9/25/15 13:39,,796450028,9/29/15 2:34,,,,,,,specific,liked it too,doesnt want me,extra slow
802940832,false,finalized,8,10/7/15 23:00,,,crazy cool,1,fragile,0.6082,9/25/15 13:39,,796450029,9/29/15 2:34,,,,,,,loud,fragile,crazy cool,straight
802940833,false,finalized,8,10/7/15 3:35,,,baby kick,0.8822,danger,0.7614,9/25/15 13:39,,796450030,9/29/15 2:34,,,,,,,loner,danger,strains,baby kick
802940834,false,finalized,8,10/7/15 14:01,,,a little rest,1,impossible,0.3841,9/25/15 13:39,,796450031,9/29/15 2:34,,,,,,,hurricane,impossible,sick of working,a little rest
802940835,false,finalized,8,10/7/15 3:10,,,bright moon,1,revenge,0.8821,9/25/15 13:39,,796450032,9/29/15 2:34,,,,,,,revenge,unusable,tooth,bright moon
802940836,false,finalized,8,10/8/15 0:14,,,bright,0.7467,black,0.7681,9/25/15 13:39,,796450033,9/29/15 2:34,,,,,,,bright,recovers,weekends,black
802940837,false,finalized,8,10/7/15 17:30,,,luv,0.8812,late evening,0.6221,9/25/15 13:39,,796450034,9/29/15 2:34,,,,,,,late evening,blast,shuttle launch,luv
802940838,false,finalized,8,10/7/15 21:10,,,sad day indeed,0.6217,absolute nightmare,0.6315,9/25/15 13:39,,796450035,9/29/15 2:34,,,,,,,pretty ill,sad day indeed,fear,absolute nightmare
802940839,false,finalized,8,10/7/15 20:31,,,angel,1,wicked,0.7569,9/25/15 13:39,,796450036,9/29/15 2:34,,,,,,,just got dumped,angel,wicked,trying to balance
802940840,false,finalized,8,10/8/15 10:51,,,fucking love it,1,injury,0.7662,9/25/15 13:39,,796450037,9/29/15 2:34,,,,,,,fucking love it,slowly grow,split personality,injury
802940841,false,finalized,8,10/7/15 11:53,,,blessed,0.6164,spent,0.6164,9/25/15 13:39,,796450038,9/29/15 2:34,,,,,,,dust,blessed,spent,crazy in love
802940842,false,finalized,8,10/7/15 19:52,,,chilly,0.6327,like hell,1,9/25/15 13:39,,796450039,9/29/15 2:34,,,,,,,like hell,zombie,chilly,way too hot
802940843,false,finalized,8,10/7/15 23:13,,,tiny and gorgeous,1,crap,1,9/25/15 13:39,,796450040,9/29/15 2:34,,,,,,,tiny and gorgeous,whatever helps you,nice try,crap
802940844,false,finalized,8,10/8/15 1:21,,,need to smile,0.499,continue to fight,0.6123,9/25/15 13:39,,796450041,9/29/15 2:34,,,,,,,need to smile,ill follow back,continue to fight,court
802940845,false,finalized,8,10/7/15 23:59,,,enjoying,1,loser,0.7508,9/25/15 13:39,,796450042,9/29/15 2:34,,,,,,,loser,no longer care,enjoying,warning
802940846,false,finalized,8,10/7/15 15:09,,,averted,0.7499,snot,0.5004,9/25/15 13:39,,796450043,9/29/15 2:34,,,,,,,averted,augmented reality,snot,protest
802940847,false,finalized,8,10/7/15 19:16,,,squeaky clean,0.6285,doesn't love me,1,9/25/15 13:39,,796450044,9/29/15 2:34,,,,,,,squeaky clean,doesn't love me,card,buddy
802940848,false,finalized,8,10/7/15 19:42,,,duper,0.6317,i might cry,0.8767,9/25/15 13:39,,796450045,9/29/15 2:34,,,,,,,duper,rain,i might cry,jump
802940849,false,finalized,8,10/7/15 13:43,,,moon,0.618,great sadness,0.6142,9/25/15 13:39,,796450046,9/29/15 2:34,,,,,,,sensitive,great sadness,gutted,moon
802940850,false,finalized,8,10/8/15 15:26,,,success,1,suckage,0.6385,9/25/15 13:39,,796450047,9/29/15 2:34,,,,,,,suckage,you're impossible,success,busy
802940851,false,finalized,8,10/7/15 14:01,,,full postcode,0.4818,barely afford,0.8792,9/25/15 13:39,,796450048,9/29/15 2:34,,,,,,,barely afford,player,full postcode,back from hospital
802940852,false,finalized,8,10/8/15 3:20,,,bright spot,0.6554,cancer foundation,0.53,9/25/15 13:39,,796450049,9/29/15 2:34,,,,,,,happy accident,bright spot,back down south,cancer foundation
802940853,false,finalized,8,10/7/15 19:07,,,just teasing you,0.6298,really bad dream,1,9/25/15 13:39,,796450050,9/29/15 2:34,,,,,,,really bad dream,just teasing you,football,barely
802940854,false,finalized,8,10/7/15 20:41,,,funniest shit,0.375,funniest shit,0.3712,9/25/15 13:39,,796450051,9/29/15 2:34,,,,,,,a little present,funniest shit,laughing my ass,interested
802940855,false,finalized,8,10/7/15 17:54,,,super good break,0.7619,news,0.8879,9/25/15 13:39,,796450052,9/29/15 2:34,,,,,,,news,great subject,super good break,a little cutie
802940856,false,finalized,8,10/7/15 13:57,,,little details,0.5143,best revenge,0.7518,9/25/15 13:39,,796450053,9/29/15 2:34,,,,,,,little details,best revenge,going,gown
802940857,false,finalized,8,10/8/15 14:27,,,expect nothing less,1,scary dream,0.7342,9/25/15 13:39,,796450054,9/29/15 2:34,,,,,,,overload,expect nothing less,scary dream,forget
802940858,false,finalized,8,10/7/15 23:19,,,weapons,0.5015,absolute agony,1,9/25/15 13:39,,796450055,9/29/15 2:34,,,,,,,might be paranoid,absolute agony,bite,weapons
802940859,false,finalized,8,10/8/15 2:43,,,fits perfectly,1,mad,1,9/25/15 13:39,,796450056,9/29/15 2:34,,,,,,,mad,close,poker,fits perfectly
802940860,false,finalized,8,10/7/15 10:35,,,guilty pleasures,0.7742,headache,0.5065,9/25/15 13:39,,796450057,9/29/15 2:34,,,,,,,shame,spent the afternoon,guilty pleasures,headache
802940861,false,finalized,8,10/7/15 17:38,,,long rest,1,refuse responsibility,0.5103,9/25/15 13:39,,796450058,9/29/15 2:34,,,,,,,long rest,blues,refuse responsibility,#expensive
802940862,false,finalized,8,10/8/15 13:33,,,funky music,1,hard,0.869,9/25/15 13:39,,796450059,9/29/15 2:34,,,,,,,hard,funky music,agree to disagree,again
802941064,false,finalized,8,10/8/15 15:01,,,positive,0.8693,leaving,1,9/25/15 13:39,,796450060,9/29/15 2:34,,,,,,,positive,margaritas,isn't he cute,leaving
802941065,false,finalized,8,10/7/15 20:09,,,creature,1,hate dreams,0.505,9/25/15 13:39,,796450061,9/29/15 2:34,,,,,,,hate dreams,creature,curse word,actual tears
802941066,false,finalized,8,10/7/15 20:17,,,coffee break,1,major suckage,0.6319,9/25/15 13:39,,796450062,9/29/15 2:34,,,,,,,coffee break,heart is breaking,let's forget,major suckage
802941067,false,finalized,8,10/7/15 17:27,,,achievement,1,pain,1,9/25/15 13:39,,796450063,9/29/15 2:34,,,,,,,achievement,pain,breaking the rules,degree
802941068,false,finalized,8,10/8/15 3:17,,,survivor,0.7429,stress,1,9/25/15 13:39,,796450064,9/29/15 2:34,,,,,,,stress,tips,low,survivor
802941069,false,finalized,8,10/8/15 13:57,,,small achievement,1,plain sad,0.8649,9/25/15 13:39,,796450065,9/29/15 2:34,,,,,,,#dog,baby teeth,small achievement,plain sad
802941070,false,finalized,8,10/7/15 20:11,,,fans,0.7468,isn't helping either,1,9/25/15 13:39,,796450066,9/29/15 2:34,,,,,,,fans,isn't helping either,dream,my new addiction
802941071,false,finalized,8,10/7/15 19:44,,,luv ya too,0.5006,hard enough,0.8729,9/25/15 13:39,,796450067,9/29/15 2:34,,,,,,,greatest,luv ya too,late christmas presents,hard enough
802941072,false,finalized,8,10/7/15 20:24,,,walk,0.8676,sucks to live,1,9/25/15 13:39,,796450068,9/29/15 2:34,,,,,,,sucks to live,crazy talk,worry,walk
802941073,false,finalized,8,10/7/15 23:19,,,still,0.8908,baby is sick,0.7646,9/25/15 13:39,,796450069,9/29/15 2:34,,,,,,,noone to talk,still,baby is sick,dearly missed
802941074,false,finalized,8,10/8/15 12:34,,,a nose job,0.6286,heart pain,1,9/25/15 13:39,,796450070,9/29/15 2:34,,,,,,,sinks,lack of work,a nose job,heart pain
802941075,false,finalized,8,10/8/15 15:27,,,sigh of relief,1,broken,0.7603,9/25/15 13:39,,796450071,9/29/15 2:34,,,,,,,bout to jump,sigh of relief,broken,incredibly slow
802941076,false,finalized,8,10/7/15 19:13,,,happy tea drinking,0.7454,lost a child,1,9/25/15 13:39,,796450072,9/29/15 2:34,,,,,,,crush,u need help,lost a child,happy tea drinking
802941077,false,finalized,8,10/8/15 2:25,,,laughing,0.8746,stupid romance,0.8621,9/25/15 13:39,,796450073,9/29/15 2:34,,,,,,,stupid romance,a little motivation,ur hard work,laughing
802941078,false,finalized,8,10/7/15 20:11,,,grand,1,eat my words,1,9/25/15 13:39,,796450074,9/29/15 2:34,,,,,,,mystery,grand,wear,eat my words
802941079,false,finalized,8,10/8/15 0:18,,,#love #at_1st_sight,0.5058,slow and steady,1,9/25/15 13:39,,796450075,9/29/15 2:34,,,,,,,slow and steady,#love #at_1st_sight,gorgeous,precious little family
802941080,false,finalized,8,10/7/15 20:42,,,romantic,0.8719,never,1,9/25/15 13:39,,796450076,9/29/15 2:34,,,,,,,heart,romantic,much,never
802941081,false,finalized,8,10/7/15 20:28,,,bout yourself,0.5013,fail,0.7444,9/25/15 13:39,,796450077,9/29/15 2:34,,,,,,,bout yourself,truly gone,overflow,fail
802941082,false,finalized,8,10/7/15 18:43,,,#at_1st_sight,0.751,hell,0.8741,9/25/15 13:39,,796450078,9/29/15 2:34,,,,,,,truly broke,#at_1st_sight,hell,foundation
802941083,false,finalized,8,10/8/15 4:14,,,support,0.6157,impossible dream,0.7509,9/25/15 13:39,,796450079,9/29/15 2:34,,,,,,,support,want,awesome fictional weapons,impossible dream
802941084,false,finalized,8,10/8/15 4:27,,,winning,1,shameless self promotion,1,9/25/15 13:39,,796450080,9/29/15 2:34,,,,,,,comments,winning,shameless self promotion,nose
802941085,false,finalized,8,10/8/15 3:23,,,couldn't stop smiling,1,worked,0.7395,9/25/15 13:39,,796450081,9/29/15 2:34,,,,,,,plane,worked,spread the words,couldn't stop smiling
802941086,false,finalized,8,10/8/15 1:21,,,top down,0.7314,hate money,0.8745,9/25/15 13:39,,796450082,9/29/15 2:34,,,,,,,top down,cheap,hate money,drunk
802941087,false,finalized,8,10/7/15 19:13,,,promises,0.8708,just hang in,0.8743,9/25/15 13:39,,796450083,9/29/15 2:34,,,,,,,sense of smell,just hang in,promises,new record player
802941088,false,finalized,8,10/7/15 6:56,,,deal,0.7363,hate surprises,0.3875,9/25/15 13:39,,796450084,9/29/15 2:34,,,,,,,hate surprises,emotional,major case,deal
802941089,false,finalized,8,10/7/15 7:42,,,dog,1,truly hate,1,9/25/15 13:39,,796450085,9/29/15 2:34,,,,,,,dog,couldn't care less,badly want one,truly hate
802941090,false,finalized,8,10/8/15 0:47,,,smell the flowers,1,villain,0.6346,9/25/15 13:39,,796450086,9/29/15 2:34,,,,,,,alone,villain,hate public transport,smell the flowers
802941091,false,finalized,8,10/7/15 11:43,,,stress free,1,still won't work,0.6208,9/25/15 13:39,,796450087,9/29/15 2:34,,,,,,,emotional fair,stress free,phone just died,still won't work
802941092,false,finalized,8,10/7/15 19:06,,,ridiculously excited,1,blind,1,9/25/15 13:39,,796450088,9/29/15 2:34,,,,,,,ridiculously excited,shopping,help,blind
802941093,false,finalized,8,10/8/15 13:41,,,fucking fantastic,0.8812,can't even swallow,1,9/25/15 13:39,,796450089,9/29/15 2:34,,,,,,,fathers,really,fucking fantastic,can't even swallow
802941094,false,finalized,8,10/7/15 23:42,,,genius,0.6382,died,1,9/25/15 13:39,,796450090,9/29/15 2:34,,,,,,,love bug,died,fussy,genius
802941095,false,finalized,8,10/8/15 13:06,,,#love,1,loss,0.8743,9/25/15 13:39,,796450091,9/29/15 2:34,,,,,,,need a buddy,horror fans,#love,loss
802941096,false,finalized,8,10/7/15 13:39,,,top left,0.7447,new crisis,0.6125,9/25/15 13:39,,796450092,9/29/15 2:34,,,,,,,authentic black,slap,top left,new crisis
802941097,false,finalized,8,10/7/15 20:42,,,greater,1,wrecked beyond repair,1,9/25/15 13:39,,796450093,9/29/15 2:34,,,,,,,greater,storm,wrecked beyond repair,weight loss journey
802941098,false,finalized,8,10/8/15 14:38,,,no other reason,0.7341,wreckage,0.8783,9/25/15 13:39,,796450094,9/29/15 2:34,,,,,,,wreckage,bloody work,no other reason,just a bug
802941099,false,finalized,8,10/8/15 3:21,,,sing,0.6378,jealous,0.6561,9/25/15 13:39,,796450095,9/29/15 2:34,,,,,,,my sick friend,sing,jealous,#wantit
802941100,false,finalized,8,10/8/15 14:25,,,balance,1,what's wrong baby,0.7688,9/25/15 13:39,,796450096,9/29/15 2:34,,,,,,,balance,waited,what's wrong baby,reserve a spot
802941101,false,finalized,8,10/7/15 17:32,,,afford,0.7457,#sad,1,9/25/15 13:39,,796450097,9/29/15 2:34,,,,,,,afford,what lies ahead,#sad,didn't come true
802941102,false,finalized,8,10/7/15 17:48,,,happiness,0.8809,doesn't look good,1,9/25/15 13:39,,796450098,9/29/15 2:34,,,,,,,committed,happiness,passers,doesn't look good
802941103,false,finalized,8,10/7/15 17:37,,,realise your dreams,0.506,said,0.7635,9/25/15 13:39,,796450099,9/29/15 2:34,,,,,,,said,realise your dreams,extremely well,friendship
802941104,false,finalized,8,10/8/15 15:26,,,love cats,1,liquor,0.7556,9/25/15 13:39,,796450100,9/29/15 2:34,,,,,,,liquor,teeth,love cats,honey and lemon
802941105,false,finalized,8,10/7/15 15:45,,,time well spent,0.75,back injury,0.75,9/25/15 13:39,,796450101,9/29/15 2:34,,,,,,,notice me sweetheart,back hurts,time well spent,back injury
802941106,false,finalized,8,10/8/15 8:28,,,ridiculously awesome,0.8718,accident,0.8743,9/25/15 13:39,,796450102,9/29/15 2:34,,,,,,,great player,hit us back,ridiculously awesome,accident
802941107,false,finalized,8,10/7/15 18:31,,,deep love,1,low level,0.5014,9/25/15 13:39,,796450103,9/29/15 2:34,,,,,,,deep love,barely moving,presents,low level
802941108,false,finalized,8,10/7/15 13:52,,,look,1,real disaster,1,9/25/15 13:39,,796450104,9/29/15 2:34,,,,,,,well im sorry,stranger,real disaster,look
802941109,false,finalized,8,10/7/15 20:54,,,funniest,1,hurting real bad,1,9/25/15 13:39,,796450105,9/29/15 2:34,,,,,,,against,hurting real bad,mess,funniest
802941110,false,finalized,8,10/7/15 17:27,,,seriously interested,0.8882,definitely sick,0.614,9/25/15 13:39,,796450106,9/29/15 2:34,,,,,,,seriously interested,teasing,#exhausted,definitely sick
802941111,false,finalized,8,10/7/15 11:34,,,so freaking cute,0.8691,fails,1,9/25/15 13:39,,796450107,9/29/15 2:34,,,,,,,ready to serve,director's cut,fails,so freaking cute
802941112,false,finalized,8,10/7/15 18:09,,,game console,0.5139,pissed,1,9/25/15 13:39,,796450108,9/29/15 2:34,,,,,,,game console,stroll,spread,pissed
802941113,false,finalized,8,10/7/15 13:39,,,a good problem,0.6242,lone,0.8737,9/25/15 13:39,,796450109,9/29/15 2:34,,,,,,,lone,don't even mind,recover,a good problem
802941114,false,finalized,8,10/7/15 17:35,,,family,1,odd sense,0.8746,9/25/15 13:39,,796450110,9/29/15 2:34,,,,,,,odd sense,loud and clear,live shot,family
802941115,false,finalized,8,10/8/15 14:08,,,roses,0.8649,ridiculously,1,9/25/15 13:39,,796450111,9/29/15 2:34,,,,,,,ridiculously,leg,roses,talk
802941116,false,finalized,8,10/7/15 23:19,,,good at begging,0.7691,my heart bleeds,1,9/25/15 13:39,,796450112,9/29/15 2:34,,,,,,,my heart bleeds,good lie,good at begging,lost art
802941117,false,finalized,8,10/7/15 3:39,,,responsibility,0.871,my heart stopped,0.6353,9/25/15 13:39,,796450113,9/29/15 2:34,,,,,,,my heart stopped,white lies,responsibility,back leg
802941118,false,finalized,8,10/7/15 17:31,,,foot spa,0.6228,shoot,1,9/25/15 13:39,,796450114,9/29/15 2:34,,,,,,,shoot,word,flying,foot spa
802941119,false,finalized,8,10/7/15 18:24,,,well,0.6236,even sadder,1,9/25/15 13:39,,796450115,9/29/15 2:34,,,,,,,even sadder,beast,mum,well
802941120,false,finalized,8,10/8/15 14:09,,,deep,1,back is sore,0.7623,9/25/15 13:39,,796450116,9/29/15 2:34,,,,,,,back is sore,bedbugs,debris,deep
802941121,false,finalized,8,10/8/15 7:21,,,super sick start,0.4854,blood work,1,9/25/15 13:39,,796450117,9/29/15 2:34,,,,,,,slow song,super sick start,hearing,blood work
802941122,false,finalized,8,10/7/15 17:37,,,nervous and excited,0.7522,fighting,0.7522,9/25/15 13:39,,796450118,9/29/15 2:34,,,,,,,steal,extra shot,nervous and excited,fighting
802941123,false,finalized,8,10/7/15 21:54,,,arrived,0.6262,didnt sleep well,1,9/25/15 13:39,,796450119,9/29/15 2:34,,,,,,,even,arrived,didnt sleep well,rest my case
802941124,false,finalized,8,10/7/15 23:59,,,pretty,0.5035,try,0.7481,9/25/15 13:39,,796450120,9/29/15 2:34,,,,,,,try,pretty,top gun,super hit
802941125,false,finalized,8,10/7/15 10:07,,,a little dream,1,losing faith,0.7531,9/25/15 13:39,,796450121,9/29/15 2:34,,,,,,,a little dream,coughing fit,goes too fast,losing faith
802941126,false,finalized,8,10/8/15 3:32,,,greatest,0.873,my heart bleeds,0.7425,9/25/15 13:39,,796450122,9/29/15 2:34,,,,,,,my heart bleeds,greatest,accidentally,guilty pleasures
802941127,false,finalized,8,10/7/15 4:49,,,#love #at_1st_sight,0.8721,donkey,1,9/25/15 13:39,,796450123,9/29/15 2:34,,,,,,,donkey,#love #at_1st_sight,freaking hilarious,#wantit
802941128,false,finalized,8,10/8/15 4:19,,,collecting,0.5157,cheap beer,0.5119,9/25/15 13:39,,796450124,9/29/15 2:34,,,,,,,cheap beer,collecting,sense of smell,spread
802941129,false,finalized,8,10/7/15 19:07,,,deserved,1,pretty grim,0.8734,9/25/15 13:39,,796450125,9/29/15 2:34,,,,,,,pretty grim,warning,deserved,poor little baby
802941130,false,finalized,8,10/8/15 10:51,,,realise your dreams,1,back injury,0.748,9/25/15 13:39,,796450126,9/29/15 2:34,,,,,,,back injury,bout to jump,admit,realise your dreams
802941131,false,finalized,8,10/7/15 20:14,,,smart creature,0.8762,still won't work,0.7485,9/25/15 13:39,,796450127,9/29/15 2:34,,,,,,,stupid sun,repair,still won't work,smart creature
802941132,false,finalized,8,10/7/15 17:24,,,happiness overload,0.8759,hurting,1,9/25/15 13:39,,796450128,9/29/15 2:34,,,,,,,happiness overload,hurting,i need holiday,breakfast
802941133,false,finalized,8,10/7/15 11:44,,,funniest,0.876,disappointing,1,9/25/15 13:39,,796450129,9/29/15 2:34,,,,,,,funniest,new,disappointing,stuck
802941134,false,finalized,8,10/7/15 11:32,,,amazing things happened,1,question,0.7465,9/25/15 13:39,,796450130,9/29/15 2:34,,,,,,,amazing things happened,mild,motivation,question
802941135,false,finalized,8,10/7/15 23:43,,,#finallyinthehotel #exhausted,0.8664,baby is sick,0.6539,9/25/15 13:39,,796450131,9/29/15 2:34,,,,,,,#finallyinthehotel #exhausted,well that sucks,baby is sick,completely messed
802941136,false,finalized,8,10/8/15 0:02,,,tried my best,0.7625,love hurts,0.5067,9/25/15 13:39,,796450132,9/29/15 2:34,,,,,,,beer is gross,twitterworld,tried my best,love hurts
802941137,false,finalized,8,10/7/15 11:44,,,sing,0.7486,didnt sleep well,1,9/25/15 13:39,,796450133,9/29/15 2:34,,,,,,,didnt sleep well,sing,freudian slip,long rest
802941138,false,finalized,8,10/7/15 19:28,,,wisdom,0.8733,mistakes,0.8705,9/25/15 13:39,,796450134,9/29/15 2:34,,,,,,,wisdom,zombie,soft,mistakes
802941139,false,finalized,8,10/7/15 14:38,,,warm and fuzzy,0.8708,losing,1,9/25/15 13:39,,796450135,9/29/15 2:34,,,,,,,losing,new crush,warm and fuzzy,sound asleep
802941140,false,finalized,8,10/8/15 14:48,,,perfect,1,even sadder,1,9/25/15 13:39,,796450136,9/29/15 2:34,,,,,,,fathers,even sadder,perfect,drama
802941141,false,finalized,8,10/7/15 17:33,,,wonderful rain,1,sad smiley,1,9/25/15 13:39,,796450137,9/29/15 2:34,,,,,,,should've won,close,sad smiley,wonderful rain
802941142,false,finalized,8,10/8/15 0:50,,,feedback,1,epic fail,0.7553,9/25/15 13:39,,796450138,9/29/15 2:34,,,,,,,fail,epic fail,hurts even more,feedback
802941143,false,finalized,8,10/7/15 21:13,,,knight,0.7463,pain,0.745,9/25/15 13:39,,796450139,9/29/15 2:34,,,,,,,pain,knight,bummed,crooked
802941144,false,finalized,8,10/7/15 17:30,,,you're too kind,1,full of bullshit,0.6329,9/25/15 13:39,,796450140,9/29/15 2:34,,,,,,,never too young,full of bullshit,you're too kind,hurt like crazy
802941145,false,finalized,8,10/7/15 23:31,,,bright spot,0.8733,evening,0.3807,9/25/15 13:39,,796450141,9/29/15 2:34,,,,,,,bright spot,no thanks needed,evening,transport
802941146,false,finalized,8,10/7/15 18:56,,,don't even mind,0.63,back strains,1,9/25/15 13:39,,796450142,9/29/15 2:34,,,,,,,just hang in,braces,back strains,don't even mind
802941147,false,finalized,8,10/8/15 3:25,,,little stud,0.6184,proven guilty,1,9/25/15 13:39,,796450143,9/29/15 2:34,,,,,,,grow,proven guilty,sing with braces,little stud
802941148,false,finalized,8,10/8/15 12:57,,,fucking love it,1,just looks wrong,0.7668,9/25/15 13:39,,796450144,9/29/15 2:34,,,,,,,fucking love it,invisible,just looks wrong,really
802941149,false,finalized,8,10/7/15 10:32,,,eternal peace,1,sensitive teeth,0.6229,9/25/15 13:39,,796450145,9/29/15 2:34,,,,,,,eternal peace,peaceful protest,sensitive teeth,looked
802941150,false,finalized,8,10/8/15 14:18,,,full,0.5015,real disaster,1,9/25/15 13:39,,796450146,9/29/15 2:34,,,,,,,it isn't pretty,real disaster,full,asleep
802941151,false,finalized,8,10/7/15 13:52,,,little drive,0.3786,happened,0.4919,9/25/15 13:39,,796450147,9/29/15 2:34,,,,,,,little drive,way,words,happened
802941152,false,finalized,8,10/7/15 17:36,,,willing,0.6138,hopeless,1,9/25/15 13:39,,796450148,9/29/15 2:34,,,,,,,grand lounge bar,coffee,hopeless,willing
802941153,false,finalized,8,10/7/15 21:33,,,follow,0.5133,doesn't love me,0.8724,9/25/15 13:39,,796450149,9/29/15 2:34,,,,,,,cross,follow,perfect storm,doesn't love me
802941154,false,finalized,8,10/7/15 6:02,,,nice bodies,0.6263,nobody loves me,1,9/25/15 13:39,,796450150,9/29/15 2:34,,,,,,,nice bodies,a little overboard,cheap and good,nobody loves me
802941155,false,finalized,8,10/7/15 3:10,,,rising,1,incredibly sad,0.7561,9/25/15 13:39,,796450151,9/29/15 2:34,,,,,,,rising,incredibly sad,phone,accident
802941156,false,finalized,8,10/7/15 13:46,,,so unbelievable happy,0.7526,anger management,0.6269,9/25/15 13:39,,796450152,9/29/15 2:34,,,,,,,anger management,chocolate,goes too fast,so unbelievable happy
802941157,false,finalized,8,10/7/15 13:39,,,hopeless romantic,0.7506,wasnt real,0.5103,9/25/15 13:39,,796450153,9/29/15 2:34,,,,,,,wasnt real,#expensive,hopeless romantic,sure why not
802941158,false,finalized,8,10/8/15 4:18,,,precious little family,0.5184,thought,0.6386,9/25/15 13:39,,796450154,9/29/15 2:34,,,,,,,thought,worth,just too cute,precious little family
802941159,false,finalized,8,10/8/15 3:20,,,giving,1,blood,0.5293,9/25/15 13:39,,796450155,9/29/15 2:34,,,,,,,blood,blood work,stop following posers,giving
802941160,false,finalized,8,10/8/15 3:19,,,balance,0.6506,tired,0.7796,9/25/15 13:39,,796450156,9/29/15 2:34,,,,,,,fair warning,tired,need to rest,balance
802941161,false,finalized,8,10/7/15 10:39,,,sorry love,0.7431,ignoring,0.6055,9/25/15 13:39,,796450157,9/29/15 2:34,,,,,,,jealous,ego,ignoring,sorry love
