_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,human_relation,human_relation:confidence,human_relation_type,human_relation_type:confidence,documentid,gold,human_relation_gold,human_relation_gold_reason,human_relation_type_gold,human_relation_type_gold_reason,text
711484409,false,finalized,3,4/30/15 10:41,personal experience,1,caused side effect,0.68,928,false,,,,,"my <font color=""blue"">steroids</font> are tapering off i take last one tomorrow and i am already very <font color=""red"">dizzy</font>."
711484410,false,finalized,3,4/29/15 20:19,impersonal experience,0.6735,other,0.6939,929,false,,,,,"some things can trigger svt in certain people who are prone to it - like sugar, <font color=""blue"">caffeine</font>, pms, extreme <font color=""red"">anxiety</font>, and unbalanced electrolytes."
711484411,false,finalized,3,4/29/15 20:45,personal experience,0.6739,was effective against,0.6739,930,false,,,,,"the <font color=""red"">headaches</font> too, the diarrhea, the <font color=""blue"">immodium</font> is starting to kick in a little i think."
711484412,false,finalized,3,4/29/15 19:45,question,0.6458,caused side effect,0.6667,931,false,,,,,"if <font color=""blue"">dapsone</font> is capable of masking the <font color=""red"">infection</font> what other ways are there to know if have been infected?"
711484413,false,finalized,3,4/30/15 4:24,personal experience,1,other,0.669,932,false,,,,,"they are giving her <font color=""blue"">cipro</font> for the infection and meclizine for <font color=""red"">dizziness</font>/disorientation."
711484414,false,finalized,3,4/29/15 22:40,personal experience,0.6792,caused side effect,0.6604,933,false,,,,,"i've even read that the fluctuating estrogen and <font color=""blue"">progesterone</font> levels can wreak havoc on the vestibular system, and also of course cause <font color=""red"">migraines</font> which by itself can cause so many horrible things."
711484415,false,finalized,3,4/29/15 16:53,impersonal experience,0.68,was effective against,0.7,934,false,,,,,"i have found that <font color=""blue"">tetracycline</font> class abx, especially minocycline have powerful anti-depression effects, so this class of abx may be beneficial to you if your <font color=""red"">depression</font> becomes too severe."
711484416,false,finalized,3,4/29/15 21:10,personal experience,1,is prescibed for,1,935,false,,,,,"i was on <font color=""blue"">anti-depressants</font> during treatment with <font color=""red"">suicidal thoughts</font> and they really messed me up so trying to stay away from them."
711484417,false,finalized,3,4/29/15 21:04,personal experience,0.6809,other,0.6596,936,false,,,,,"although control of type i diabetes can be greatly imporoved after <font color=""red"">weight loss</font> surgery, we will always be <font color=""blue"">insulin</font> dependent."
711484418,false,finalized,3,4/29/15 21:09,impersonal experience,0.6809,caused side effect,1,937,false,,,,,"be aware that if carbs are reduced a lot then the <font color=""blue"">insulin</font> also needs to be reduced to avoid '<font color=""red"">hypos</font>'."
711484419,false,finalized,3,4/29/15 16:45,personal experience,1,was effective against,1,938,false,,,,,"so i stopped taking the zantrex and started using <font color=""blue"">lubriderm</font> after i take showers and before bed and it eased the <font color=""red"">itching</font> completely."
711484420,false,finalized,3,4/29/15 17:38,personal experience negated,0.6623,was effective against,0.3377,939,false,,,,,"also i would say that i am completely at a struggle with impotence and do many male t1 <font color=""red"">diabetes</font> suffer with this as i do and <font color=""blue"">viagra</font> does not help."
711484421,false,finalized,3,4/30/15 1:53,impersonal experience,1,is prescibed for,0.6254,940,false,,,,,"elavil and <font color=""blue"">remeron</font> and the two drugs that have been used for years, and work well with <font color=""red"">tinnitus</font>."
711484422,false,finalized,3,4/29/15 17:07,personal experience,1,caused side effect,1,941,false,,,,,"the <font color=""blue"">simvastatin</font> caused me no end of problems (not sleeping, muscular aches, <font color=""red"">indigestion</font>, constipation - everything really)."
711484423,false,finalized,3,4/30/15 10:38,personal experience,0.6274,is prescibed for,1,942,false,,,,,"summary - abdominal pain - chronic gastric problem 12 months - edoscopy clear - prescribed <font color=""blue"">lansoprazole</font>/motillium - no classic excess acid symptoms (no burning/no reflux) just <font color=""red"">stomach pain</font>."
711484424,false,finalized,3,4/29/15 19:44,personal experience,0.6531,caused side effect,0.6735,943,false,,,,,"she did not feel as good today, really chilly feeling, she says sorta like a <font color=""red"">flu symptoms</font>, but still better than problems she had with avonex and <font color=""blue"">betasaron</font>(?"
711484425,false,finalized,3,4/29/15 23:12,personal experience,0.6538,caused side effect,1,944,false,,,,,"i'm having to stop taking <font color=""blue"">vitamin c</font> because it causes so much burning in my stomach and <font color=""red"">acid reflux</font> that really burns my esophagus."
711484426,false,finalized,3,4/29/15 16:37,question,1,caused side effect,1,945,false,,,,,"hi can anyone tell me whether <font color=""blue"">lamictal</font> has a lower incidence of <font color=""red"">hair loss</font> than depakote?"
711484427,false,finalized,3,4/30/15 8:26,personal experience,1,caused side effect,1,946,false,,,,,"i tried percocet, hydromorphone, and <font color=""blue"">ms contin</font> over the years and ended up in the same place with all- <font color=""red"">constipated</font> to the gills and chugging down laxatives."
711484428,false,finalized,3,4/30/15 10:00,personal experience,0.6671,is prescibed for,1,947,false,,,,,"after presenting <font color=""red"">manic</font> on thursday at the clinic he rx'd <font color=""blue"">1mg of ativan</font> which shows he does not understand mania very well..."
711484429,false,finalized,3,4/29/15 22:25,personal experience,0.7059,caused side effect,0.7059,948,false,,,,,"i had major heartburn (with previous and post <font color=""blue"">nexium reflux</font> symptoms of a <font color=""red"">cough</font> and severe breathing problems, never heartburn), nausea, stomach cramping/spasms and diarrhea."
711484430,false,finalized,3,4/29/15 18:39,personal experience,1,is prescibed for,0.6522,949,false,,,,,"my doctor finally put me on <font color=""blue"">celexa</font> for 18 months because he said the <font color=""red"">headache</font> was probably due to a chemical imbalance in my brain."
711484431,false,finalized,3,4/29/15 17:07,personal experience,1,caused side effect,1,950,false,,,,,"my daughter was not warned of failure and she had <font color=""blue"">depo jab</font> for contraception straight after (known to cause irregular periods and <font color=""red"">weight gain</font>)."
711484432,false,finalized,3,4/30/15 8:18,impersonal experience,1,caused side effect,1,951,false,,,,,"muscle pain and/or <font color=""red"">weakness</font> is a serious side affect to <font color=""blue"">tricor</font>."
711484433,false,finalized,3,4/29/15 17:14,personal experience negated,0.6766,is prescibed for,0.3449,952,false,,,,,"i've been inserting <font color=""blue"">acidophilus</font> once a day and even though i still have the <font color=""red"">infection</font>, at least i don't have the smell."
711484434,false,finalized,3,4/29/15 17:28,impersonal experience,0.38,caused side effect,1,953,false,,,,,"so i dont know if this is just the <font color=""blue"">mirena</font> or if its suppose to be my time of the month and i get all the symptoms and just no <font color=""red"">bleeding</font>..."
711484435,false,finalized,3,4/30/15 8:26,personal experience,1,caused side effect,1,954,false,,,,,"the <font color=""red"">weight loss</font> started when i was prescribed <font color=""blue"">paxil</font> (because of course they could not explain my symptoms other than the stress idea)."
711484436,false,finalized,3,4/29/15 17:40,impersonal experience,1,other,0.3542,955,false,,,,,"picc lines are used especially in people who require things like <font color=""red"">cancer</font> chemotherapy, but most commonly , extended courses of intravenous <font color=""blue"">antibiotics</font>."
711484437,false,finalized,3,4/30/15 10:42,personal experience,1,other,0.617,956,false,,,,,"<font color=""red"">nightmares</font> galore) <font color=""blue"">rozerem</font> (works well, but it quit on me after awhile) and now my epi."
711484438,false,finalized,3,4/30/15 2:18,personal experience,1,caused side effect,1,957,false,,,,,"the hard call is, my reaction to <font color=""blue"">antibiotics</font> caused <font color=""red"">hives</font> all over me, but this outbreak on the genitals was three weeks after this, which is why the doc doesnt think it was that."
711484439,false,finalized,3,4/29/15 18:22,personal experience negated,0.7,was effective against,0.36,958,false,,,,,"we went to a walk in emergency clinic and the doctor precribe <font color=""blue"">ammoxicillin</font>, the <font color=""red"">swelling</font> has not decresed in five hours as of yet."
711484440,false,finalized,3,4/29/15 22:31,personal experience,1,caused side effect,1,959,false,,,,,"my own side effect from <font color=""blue"">mestinon</font> are mostly digestive upset including <font color=""red"">gas</font> and diarrhea as well as urinary urgency and some bad calf and foot cramps."
711484441,false,finalized,3,4/30/15 3:34,impersonal experience,0.68,caused side effect,1,960,false,,,,,"it basically is taking as many drops of *activated *<font color=""blue"">mms</font> each> >> hour as a person can take without becoming any sicker, or feeling worse, or> >> developing <font color=""red"">diarrhea</font>."
711484442,false,finalized,3,4/29/15 18:37,personal experience,1,is prescibed for,0.6522,961,false,,,,,"now twice a day i take lopressor and <font color=""blue"">orudis</font> for daily maintenance, together with two <font color=""red"">ulcer</font> preventative meds."
711484443,false,finalized,3,4/30/15 1:09,personal experience,1,caused side effect,1,962,false,,,,,"the reason i ask i had some strange skin issues the first time i was on <font color=""blue"">humira</font> and they turned out to be histoplasmosis a <font color=""red"">fungal infection</font>."
711484444,false,finalized,3,4/29/15 21:18,personal experience,1,caused side effect,1,963,false,,,,,"i have been on 100mg of 6<font color=""blue"">mp</font> for the past three weeks and have had some side effects; dramatic <font color=""red"">loss of appetite</font>, dizzy spells, fatigue, head aches."
711484445,false,finalized,3,4/29/15 18:28,personal experience,1,was effective against,0.6939,964,false,,,,,"he still continued to <font color=""red"">vomit</font> but took some <font color=""blue"">flagyl</font> and felt better and then had a endoscopy and showed nothing."
711484446,false,finalized,3,4/29/15 17:52,impersonal experience,1,caused side effect,1,965,false,,,,,"using <font color=""blue"">lamotrigine</font> together with duloxetine may increase side effects such as dizziness, <font color=""red"">drowsiness</font>, and difficulty concentrating."
711484447,false,finalized,3,4/29/15 20:19,personal experience,1,other,1,966,false,,,,,"otcs don't do anything except make me feel <font color=""red"">drowsy</font> and wired at the same time; <font color=""blue"">trazadone</font> makes me hallucinate and puke and i don't need my brain chemistry tampered with."
711484448,false,finalized,3,4/29/15 17:08,impersonal experience,0.3725,other,0.6863,967,false,,,,,"i would avoid sweets during the <font color=""blue"">antibiotic</font> to try to avoid a yeast infection from wiping out the normal flora and often not the <font color=""red"">candida</font> which would be fed by sugar."
711484449,false,finalized,3,4/30/15 0:12,personal experience,1,was effective against,1,968,false,,,,,"when i get ""<font color=""red"">woozy</font>"" i sit down for a bit, drink some <font color=""blue"">caffeine</font> and have a salty snack."
711484450,false,finalized,3,4/29/15 16:32,personal experience,1,caused side effect,1,969,false,,,,,"i am married, 24 and developed hormonal <font color=""red"">cystic acne</font> whilst on <font color=""blue"">alesse</font> 28 last year."
711484451,false,finalized,3,4/29/15 21:18,personal experience,1,caused side effect,1,970,false,,,,,"<font color=""blue"">effexor</font> threw me into <font color=""red"">mania</font>."
711484452,false,finalized,3,4/29/15 21:57,personal experience,1,is contraindicated in,0.3452,971,false,,,,,"the rheaumy stopped both the meth and <font color=""blue"">humira</font> until the <font color=""red"">shingles</font> disappeared, that was about six weeks."
711484453,false,finalized,3,4/30/15 3:31,personal experience,1,caused side effect,1,972,false,,,,,"i still have <font color=""red"">hemorrhoids</font> from the <font color=""blue"">incivek</font>..."
711484454,false,finalized,3,4/29/15 16:42,impersonal experience,1,caused side effect,1,973,false,,,,,"some side effects of <font color=""blue"">amitriptyline</font> include fast heart rate, blurred vision, <font color=""red"">urinary retention</font>, dry mouth, constipation, weight gain or loss, and low blood pressure on standing."
711484455,false,finalized,3,4/29/15 17:33,personal experience,1,caused side effect,0.68,974,false,,,,,"take <font color=""blue"">famotodine</font> for the tummy, i had a bit of <font color=""red"">bleeding</font> and that stopped it."
711484456,false,finalized,3,4/29/15 18:40,personal experience,1,caused side effect,0.698,975,false,,,,,"the doc first started me on <font color=""blue"">tramadol</font> but i was alergis so then he put me on tylenol 3 which i was highly alergic (<font color=""red"">allergic</font>) to so he immediatly gave me percocet."
711484457,false,finalized,3,4/29/15 21:18,personal experience,1,is prescibed for,0.3396,976,false,,,,,"if <font color=""red"">af</font> doesn't come by monday (6weeks since d/c) than i'm back on the provera and then <font color=""blue"">clomid 100mg</font>..."
711484458,false,finalized,3,4/30/15 10:00,impersonal experience,1,caused side effect,1,977,false,,,,,"<font color=""blue"">mirtazapine</font> may increase the effects of other drugs that cause <font color=""red"">drowsiness</font>, including other antidepressants, alcohol, antihistamines, sedatives (used to treat insomnia), pain relievers, anxiety medicines, and muscle relaxants."
711484459,false,finalized,3,4/29/15 16:57,impersonal experience,1,caused side effect,0.6596,978,false,,,,,"the beneficial gut bacteria makes up about 80% of our immune system and the <font color=""blue"">antibiotics</font> destroy it all and allows <font color=""red"">candida</font> and resistant harmful bacteria to thrive."
711484460,false,finalized,3,4/30/15 4:03,personal experience,1,caused side effect,1,979,false,,,,,"i had <font color=""red"">hives</font> with <font color=""blue"">fentyl patch</font> and nausea."
711484461,false,finalized,3,4/29/15 23:31,impersonal experience,0.6705,caused side effect,0.6705,980,false,,,,,"we have to remember that <font color=""blue"">insulin</font> is the <font color=""red"">weight gain hormone</font>."
711484462,false,finalized,3,4/29/15 18:01,personal experience,1,caused side effect,1,981,false,,,,,"the <font color=""blue"">fish oil</font>/omega 3 does something, which causes <font color=""red"">afib</font> in me."
711484463,false,finalized,3,4/29/15 17:49,impersonal experience negated,0.7059,was effective against,0.3529,982,false,,,,,"to date it has not been determined if the ephedrine, caffeine and <font color=""blue"">aspirin</font> combination can enhance <font color=""red"">muscle growth</font> and fat loss in healthy, exercising adults."
711484464,false,finalized,3,4/30/15 6:41,personal experience,1,other,0.6735,983,false,,,,,"it's hard to tell though because the morning <font color=""red"">cough</font> could be from the switch from horizontal to vertical, or from tea (just switched from green tea (caffeinated) to chamomile (no <font color=""blue"">caffeine</font>)."
711484465,false,finalized,3,4/29/15 21:53,personal experience,1,is prescibed for,0.36,984,false,,,,,"i do take <font color=""blue"">vitamins</font> and a baby aspirin every day for a genetic mutation that makes me more susceptible to <font color=""red"">heart disease</font> and stroke."
711484466,false,finalized,3,4/29/15 18:37,personal experience,0.6809,caused side effect,1,985,false,,,,,"<font color=""blue"">remicade</font> worked for me for about a year, and i didn't have any side effects except maybe more frequent <font color=""red"">colds</font>, but all biologics can do that."
711484467,false,finalized,3,4/29/15 17:04,personal experience,1,was effective against,1,986,false,,,,,"i continue to be on immunosuppresssive meds, prednisone/<font color=""blue"">cellcept</font> and i survived the <font color=""red"">flu</font> and bronchitis recently!"
711484468,false,finalized,3,4/29/15 17:28,personal experience,1,caused side effect,1,987,false,,,,,"i used to be on <font color=""blue"">yasmin</font> before dianette - i came off it a year ago as i got headaches, <font color=""red"">weight gain</font> and bad skin."
711484469,false,finalized,3,4/29/15 16:57,impersonal experience,1,caused side effect,1,988,false,,,,,"* <font color=""blue"">methotrexate</font>: infrequently reported side effects include flu-like symptoms (nausea, <font color=""red"">vomiting</font>, headache, fatigue, and diarrhea) and low white blood cell count."
711484470,false,finalized,3,4/29/15 22:57,personal experience,0.6538,was effective against,0.6538,989,false,,,,,"the last <font color=""red"">abscess</font> i had was awful the only way it would heal was with <font color=""blue"">remicade</font>"
711484471,false,finalized,3,4/29/15 20:20,personal experience,0.3553,caused side effect,0.6447,990,false,,,,,"i must say thatoutside of huge weight gain with <font color=""blue"">seroquel</font> and respiradol, we saw nothing inchange in behavior (<font color=""red"">weight loss</font> with adderall) ."
711484472,false,finalized,3,4/29/15 16:46,impersonal experience,1,caused side effect,1,991,false,,,,,"stress = <font color=""blue"">cortisol</font> and catylcholine's    <font color=""red"">depression</font> = serotonin  anxiousness = adrenaline."
711484473,false,finalized,3,4/29/15 17:19,personal experience,0.6809,is prescibed for,0.6809,992,false,,,,,"he also takes high doses of vitamin b2 because at one time we were told the <font color=""red"">abdominal pain</font> might be due to abdominal migraines and high <font color=""blue"">doses of vitamin b2</font> can help to prevent migraines."
711484474,false,finalized,3,4/29/15 20:45,personal experience,1,caused side effect,1,993,false,,,,,"i had <font color=""red"">cramping</font> for a couple of days on the <font color=""blue"">zoloft</font>, and have stomach rumbling sometimes."
711484475,false,finalized,3,4/29/15 18:00,question,1,caused side effect,1,994,false,,,,,"i am 23 years old and needing to know if <font color=""red"">erectile dysfunction</font> is causes by my high dosage of <font color=""blue"">lamictal</font> i am currently on?"
711484476,false,finalized,3,4/29/15 18:06,personal experience,0.6327,caused side effect,0.3673,995,false,,,,,"when i was on <font color=""blue"">tysabri</font> i was constantly worried about <font color=""red"">pml</font> (brain virus - usually fatal, no treatment)."
711484477,false,finalized,3,4/30/15 4:24,impersonal experience,1,caused side effect,1,996,false,,,,,"just keep in mind even taking one shot of <font color=""blue"">depo</font> can leave you <font color=""red"">infertile</font> for 6 months to a year and in some cases as long as two or more years."
711484478,false,finalized,3,4/30/15 1:00,impersonal experience,1,caused side effect,1,997,false,,,,,"irbesartan (<font color=""blue"">avapro</font>) has been known to cause <font color=""red"">diarrhea</font> in 1 out of 30 people who take it."
711484479,false,finalized,3,4/29/15 20:50,personal experience,0.6667,caused side effect,1,998,false,,,,,"dh has taken <font color=""blue"">oxycodone</font> and percocet for back problems and they always leave him <font color=""red"">constipated</font>."
711484480,false,finalized,3,4/29/15 22:15,personal experience,0.64,caused side effect,0.36,999,false,,,,,"and not to worry on the <font color=""red"">hives</font>, i've had them for years, well before starting on the <font color=""blue"">diovan</font>."
711484481,false,finalized,3,4/29/15 18:14,impersonal experience,1,caused side effect,1,1000,false,,,,,"a number of <font color=""blue"">antidepressants</font> can cause <font color=""red"">weight gain</font>."
711484482,false,finalized,3,4/30/15 1:01,personal experience,0.6846,was effective against,0.6425,1001,false,,,,,"my older son got hives have taking a full <font color=""blue"">dose of penicillin</font> and never got them again (<font color=""red"">hives</font> or penicillin for that matter)."
711484483,false,finalized,3,4/30/15 8:26,impersonal experience,0.6735,is prescibed for,0.3469,1002,false,,,,,"they may start wondering, quitereasonably, why questions about an ever-expanding vaccine schedule areanswered with rants about <font color=""blue"">vaccines</font> which were added to the schedule inthe 1950s (<font color=""red"">polio</font>) and the 1960s (measles)."
711484484,false,finalized,3,4/30/15 1:56,personal experience,1,is prescibed for,1,1003,false,,,,,"i'm taking <font color=""blue"">birth control pills</font> to help with the <font color=""red"">mood swings</font>, bleeding and other symptoms."
711484485,false,finalized,3,4/29/15 22:17,impersonal experience,0.7009,caused side effect,1,1004,false,,,,,"hahah   olanzapine (also known as <font color=""blue"">zyprexa</font>) is notorious for <font color=""red"">weight gain</font>..."
711484486,false,finalized,3,4/29/15 17:33,personal experience,1,was effective against,0.6739,1005,false,,,,,"it appears that the <font color=""blue"">baby oil</font> is doing the trick, but i can still barely see the <font color=""red"">rash</font>, and it worries me."
711484487,false,finalized,3,4/30/15 1:48,impersonal experience,1,caused side effect,1,1006,false,,,,,"i also want to add, even though you might not like to read it, that the specific <font color=""red"">cancer</font> they refer too (hepatosplenic t-cell lymphoma or hstcl) have also been reported for <font color=""blue"">aza</font> user."
711484488,false,finalized,3,4/30/15 4:24,personal experience,1,is prescibed for,0.3404,1007,false,,,,,"boy, i started on <font color=""blue"">nexium</font> a week ago, and still no relief to the <font color=""red"">lump in the throat</font>!"
711484489,false,finalized,3,4/30/15 1:33,impersonal experience,1,caused side effect,1,1008,false,,,,,"here's info from pegasys literature re: flu like symptoms:  <font color=""red"">handline flu</font> like symptoms:  almost all patients taking <font color=""blue"">pagylated interferon</font> therapy experience flu-like symptoms such as muscle aches, joint pains, chills and fever."
711484490,false,finalized,3,4/30/15 6:08,personal experience negated,0.6883,caused side effect,1,1009,false,,,,,"recently, when i started on <font color=""blue"">levemir</font>, my doctor said ""this one doesn't cause <font color=""red"">weight gain</font>"", implying that the others do!"
711484491,false,finalized,3,4/29/15 22:02,impersonal experience,1,caused side effect,1,1010,false,,,,,"the concern is if too much <font color=""blue"">insulin</font> is produced, your body then take in the glucose, then you can get to <font color=""red"">low blood sugar</font>."
711484492,false,finalized,3,4/29/15 17:14,question,1,caused side effect,1,1011,false,,,,,"does anyone else have <font color=""red"">horrific nightmares</font> when they have upped their dosage of <font color=""blue"">metformin</font> and if so, does it go away, or do i need to see the doctor again?"
711484493,false,finalized,3,4/30/15 10:50,personal experience,1,is prescibed for,0.6947,1012,false,,,,,"i was freaked about <font color=""red"">lows</font> and had a drawer labeled ""emergency glucose"" and kept the <font color=""blue"">glucagon</font> there along with some options for low treatment."
711484494,false,finalized,3,4/29/15 17:18,personal experience,1,caused side effect,1,1013,false,,,,,"i was a little slow in making the connection between the <font color=""red"">weight loss</font> and the symptoms of <font color=""blue"">synthroid</font> overdose."
711484495,false,finalized,3,4/30/15 3:51,impersonal experience,1,caused side effect,0.6414,1014,false,,,,,"back in the late 1980s,when                human insulin first became available on the markets, there were some case reports of                people experiencing <font color=""red"">hypoglycemia unawareness</font> when they switched from animal <font color=""blue"">insulin</font> to human insulin."
711484496,false,finalized,3,4/29/15 20:35,impersonal experience,1,is contraindicated in,0.3542,1015,false,,,,,"while it is recommended for <font color=""red"">weight loss</font>, it is strictly off limits for people with high blood pressure taking <font color=""blue"">medications</font> such as hyzaar."
711484497,false,finalized,3,4/29/15 16:59,impersonal experience,1,is prescibed for,1,1016,false,,,,,"if you have <font color=""red"">lada</font> you want to start on <font color=""blue"">insulin</font> right away."
711484498,false,finalized,3,4/29/15 18:37,personal experience,1,caused side effect,1,1017,false,,,,,"i have tried not to take the <font color=""blue"">hydroxyzine</font> because it makes me <font color=""red"">sleepy</font> but he won't increase meds until i reach the max amount allowed daily for the hydroxyzine."
711484499,false,finalized,3,4/30/15 3:34,question,0.62,caused side effect,1,1018,false,,,,,"would like to know  if <font color=""red"">hair loss</font> cleared up after reducing amount of <font color=""blue"">wellbutrin</font>."
711484500,false,finalized,3,4/29/15 18:00,impersonal experience,1,is prescibed for,0.6809,1019,false,,,,,"a comination <font color=""red"">acne</font> fighting moisturizer, such as <font color=""blue"">clearasil</font> 2 in 1 moisturizer or clean and clear dual action moisturizer."
711484501,false,finalized,3,4/30/15 10:42,personal experience,1,was effective against,0.6314,1020,false,,,,,"i certainly have had less <font color=""red"">insomnia</font> since dropping to one <font color=""blue"">provigil</font> only in the morning an afternoon dose will just keep me awake at night."
711484502,false,finalized,3,4/29/15 20:02,personal experience,1,was effective against,1,1021,false,,,,,"the meds help a little with the <font color=""red"">itching</font> and i also bought some <font color=""blue"">aveeno lotion</font> last night that helps with the itching."
711484503,false,finalized,3,4/29/15 18:28,impersonal experience,1,caused side effect,1,1022,false,,,,,"i would like to start taking <font color=""blue"">tysabri</font>, but i am concerned about <font color=""red"">pml</font>."
711484504,false,finalized,3,4/29/15 21:06,personal experience,0.6948,was effective against,0.6948,1023,false,,,,,"i'm on a 10 day course of an anti-viral <font color=""blue"">acyclovir</font> which has minimized the <font color=""red"">sore breakout</font> but doesn't do anything to help with the nerve pain."
711484505,false,finalized,3,4/30/15 1:50,impersonal experience,0.6499,was effective against,0.6705,1024,false,,,,,"it does take a few days for it to feel better once on the <font color=""blue"">antibiotics</font>, but if you're still in <font color=""red"">sever pain</font> i would go back."
711484506,false,finalized,3,4/29/15 17:24,question,0.6875,caused side effect,1,1025,false,,,,,"could you get <font color=""red"">hives</font> from <font color=""blue"">gabapentin</font>..."
711484507,false,finalized,3,4/29/15 21:38,personal experience,1,is prescibed for,0.6918,1026,false,,,,,"kellie,   i was on <font color=""blue"">zanaflex</font> for 6 years (still take it occasionally) for <font color=""red"">migraines</font>."
711484508,false,finalized,3,4/29/15 20:53,personal experience,0.6735,caused side effect,1,1027,false,,,,,"hi there i have a question i am on <font color=""blue"">prilosec</font> to treat an ulcer and i have been having horrible back pain and <font color=""red"">chest pain</font> since taking it ."
711484509,false,finalized,3,4/29/15 16:38,personal experience,0.6875,caused side effect,0.6875,1028,false,,,,,"i don't drink anything with <font color=""blue"">caffeine</font> because i also have <font color=""red"">anxiety</font> (you can have three things wrong with you at once!"
711484510,false,finalized,3,4/29/15 16:58,personal experience,1,caused side effect,1,1029,false,,,,,"i am currently taking <font color=""blue"">zoloft</font> (100mg) and i have been on it for about 2 months now but just started feeling the dizziness and <font color=""red"">eye pain</font> about a week ago."
711484511,false,finalized,3,4/30/15 3:34,question,1,caused side effect,0.62,1030,false,,,,,"how much <font color=""blue"">tylenol</font> does a person have to take over a period of time to development <font color=""red"">liver problems</font>?"
711484512,false,finalized,3,4/29/15 22:19,personal experience,1,is prescibed for,1,1031,false,,,,,"i went to the er for right lower <font color=""red"">abdomen pain</font> and they took a cat scan and told me i had diverticulitis and gave me flagyl and <font color=""blue"">levaquin</font>."
711484513,false,finalized,3,4/29/15 17:33,personal experience,1,caused side effect,1,1032,false,,,,,"joy,never heard of any check list for <font color=""blue"">mtx</font> but have had the <font color=""red"">nausea</font> and hair loss too!!!"
711484514,false,finalized,3,4/29/15 17:53,impersonal experience,0.6806,caused side effect,0.3513,1033,false,,,,,"well, i read on a site that beer & <font color=""blue"">cranberry</font> juice are actually not really good for <font color=""red"">kidney stones</font>."
711484515,false,finalized,3,4/29/15 21:00,impersonal experience,1,caused side effect,1,1034,false,,,,,"safety issues the most common adverse effects associated with <font color=""blue"">filgrastim</font> include <font color=""red"">bone pain</font> and generalized musculoskeletal pain."
711484516,false,finalized,3,4/29/15 17:08,personal experience,1,caused side effect,1,1035,false,,,,,"yea i think it's my <font color=""blue"">xanax</font> it says it's a side effect, and <font color=""red"">dry mouth</font> as well."
711484517,false,finalized,3,4/30/15 4:00,impersonal experience,0.64,caused side effect,1,1036,false,,,,,"temporary <font color=""red"">movement disorders</font> such as akathesia vary during the day as the <font color=""blue"">anti-psychotic</font> wears off or side effect pills such as cogentin wear off."
711484518,false,finalized,3,4/29/15 18:28,question,0.6471,caused side effect,1,1037,false,,,,,"it looks like a bullseye :( and my boobs are incredibly <font color=""red"">sore</font>, has that happened to anyone using <font color=""blue"">bravelle</font>, menopur or novarel?"
711484519,false,finalized,3,4/29/15 20:05,impersonal experience,1,caused side effect,1,1038,false,,,,,"' overeating and using <font color=""blue"">insulin</font> to compensate the overeating or compensating periods of no activity is what causes weight gain' overrating does not cause <font color=""red"">weight gain</font>."
711484520,false,finalized,3,4/29/15 22:33,personal experience,0.64,caused side effect,0.7,1039,false,,,,,"i even have to avoid <font color=""blue"">dextromethorphan</font> (in all otc cough remedies) because it's a synthetic form of opium and for me, causes <font color=""red"">nightmares</font>."
711484521,false,finalized,3,4/29/15 20:50,personal experience,1,caused side effect,1,1040,false,,,,,"i have recently had to change back down to the 5 <font color=""blue"">byetta</font> due to feeling so unwell in the mornings and although the <font color=""red"">nausea</font> has now gone i am still very sleepy until about 12."
711484522,false,finalized,3,4/30/15 7:20,impersonal experience,0.6667,caused side effect,0.6667,1041,false,,,,,"been there wrote:   <quoted text>was <font color=""blue"">vioxx</font> the drug that was pulled from the market right before one of those celebrated ""<font color=""red"">heart attack</font>"" studies after a smoking ban."
711484523,false,finalized,3,4/29/15 22:00,impersonal experience,1,caused side effect,1,1042,false,,,,,"the <font color=""blue"">steroids</font> would have side-effects like weight gain, insomnia, <font color=""red"">acne</font> and irritability."
711484524,false,finalized,3,4/30/15 2:06,personal experience,1,other,0.6538,1043,false,,,,,"i don't drink (much) simply because ever since i started taking <font color=""blue"">metformin</font>, alcohol makes me <font color=""red"">nauseous</font>."
711484525,false,finalized,3,4/30/15 0:26,impersonal experience,0.3807,caused side effect,0.6193,1044,false,,,,,"i gave her the second <font color=""blue"">dose of zyrtec</font> around 6 am and still no <font color=""red"">swelling</font>."
711484526,false,finalized,3,4/29/15 21:21,personal experience,0.6458,caused side effect,0.6458,1045,false,,,,,"i was first put on asacol with <font color=""blue"">prednisone</font> but i couldn't taper down the steroids without all my symptoms coming back (<font color=""red"">diarrhea</font>, bad bad abdominal pain, bleeding and anemia)."
711484527,false,finalized,3,4/30/15 4:50,impersonal experience,1,caused side effect,1,1046,false,,,,,"<font color=""blue"">actos</font> causes something called <font color=""red"">macular edema</font> which can cause blindness."
711484528,false,finalized,3,4/29/15 20:53,impersonal experience,1,caused side effect,0.6604,1047,false,,,,,"magnesium is reduced in your body by <font color=""blue"">caffeine</font> and caffeine can also cause the <font color=""red"">seizures</font>."
711484529,false,finalized,3,4/29/15 17:13,impersonal experience,0.62,caused side effect,1,1048,false,,,,,"<font color=""blue"">imuran</font> caused 3 attacks of <font color=""red"">pancreatitus</font>...."
711484530,false,finalized,3,4/30/15 10:35,personal experience,1,caused side effect,1,1049,false,,,,,"i tried <font color=""blue"">imuran</font> first and it increased my <font color=""red"">nausea</font> x8443545974952406."
